3.559856489878782115e-01	4.043917311782884099e+02
6.031648866026231293e-01	2.843638758317319457e+02
8.579160745827347778e-01	1.925438826514414075e+02
1.113464310595710716e+00	1.728415412302919947e+02
1.374039914321364408e+00	1.346506291399961412e+02
1.619154704570298309e+00	1.207387270849508099e+02
1.870686673430271840e+00	1.025150671611643531e+02
2.123290040706380832e+00	8.887875286476575809e+01
2.378144976376236119e+00	7.647459723575107660e+01
2.630489925835516996e+00	6.792223505592188815e+01
2.878653162679494670e+00	5.733988904081544291e+01
3.131144366275339319e+00	5.300745291751201904e+01
3.388159578333816313e+00	4.678338615901125053e+01
3.638741848210948149e+00	4.174871483299919817e+01
3.888315910732085268e+00	3.814806124715511970e+01
4.139052155837465996e+00	3.461829043807367867e+01
4.390305777018236988e+00	3.253806206293182868e+01
4.642172339120373081e+00	2.998649572987861234e+01
4.894678666149941293e+00	2.769420425304057787e+01
5.147269052361176378e+00	2.595945033055093276e+01
5.398003206656323272e+00	2.398252602037798908e+01
5.647798235368590269e+00	2.199948244479189796e+01
5.900534302989873581e+00	2.018633412829556306e+01
6.151460297009074374e+00	1.892762285777880038e+01
6.402630176204441526e+00	1.723429401431026164e+01
6.655964674748322096e+00	1.594258249834234675e+01
6.908782583105771202e+00	1.461706024488237077e+01
7.159060853508338873e+00	1.340810593404822093e+01
7.409414762591408632e+00	1.261684182952738453e+01
7.659227149364629561e+00	1.164346700851189631e+01
7.911559474606142395e+00	1.118894576845361044e+01
8.163750941790897997e+00	1.021506789191355757e+01
8.415757210439384295e+00	9.742432440027073426e+00
8.667638839289207198e+00	9.200187251995151527e+00
8.918801124864609520e+00	8.779931198086378785e+00
9.170480108345369530e+00	8.238847928611670923e+00
9.420566033467249412e+00	7.882346490337349465e+00
9.671642335271435797e+00	7.502599946198499126e+00
9.923426157758477473e+00	7.040698337738702683e+00
1.017396902749181820e+01	6.674577802588411046e+00
1.042533700753922155e+01	6.355938922940290503e+00
1.067702948358784276e+01	6.058299463483594494e+00
1.092969337256462303e+01	5.702892305423365116e+00
1.118211872033766419e+01	5.434343336690753645e+00
1.143346516925797296e+01	5.141752925106188421e+00
1.168350508557724687e+01	4.941219919688585982e+00
1.193379937775929100e+01	4.607740421086176319e+00
1.218553055762879112e+01	4.454355975484005192e+00
1.243711650801278878e+01	4.272155673008395382e+00
1.268867268647359303e+01	4.118177039173538390e+00
1.294075027177769144e+01	3.937266896061885735e+00
1.319267287020158363e+01	3.770870834547601635e+00
1.344470571782862756e+01	3.614477235070023831e+00
1.369480150283709641e+01	3.464024830008350708e+00
1.394591277066507828e+01	3.356522344019100323e+00
1.419764645764527167e+01	3.253918139780102692e+00
1.444766774168416212e+01	3.164397031938837923e+00
1.469906835825429070e+01	3.044025358686051508e+00
1.495059118111036511e+01	2.901819742662276713e+00
1.520261612590052991e+01	2.823029847839414241e+00
1.545415944503929495e+01	2.727439658453273630e+00
1.570456072545780124e+01	2.617546780697792563e+00
1.595705800128773966e+01	2.516531033980812460e+00
1.620829297830731619e+01	2.412077432721872139e+00
1.645966591028190962e+01	2.335712092833921893e+00
1.671125708846596325e+01	2.257237102911521021e+00
1.696160259490052624e+01	2.176645132620090184e+00
1.721370276108077135e+01	2.091929059960688342e+00
1.746543424102250341e+01	2.039061831506153943e+00
1.771598473288305442e+01	1.955861199935954531e+00
1.796653767411944003e+01	1.906085990147711851e+00
1.821765658501893270e+01	1.838262972080438207e+00
1.847053788120423334e+01	1.803339738357624844e+00
1.872257696809484173e+01	1.737468300665509169e+00
1.897394097105746269e+01	1.669316303189388728e+00
1.922542454726159988e+01	1.626076252326342120e+00
1.947607703355479103e+01	1.580439700824912919e+00
1.972678839839982601e+01	1.533782333416727095e+00
1.997802698857814363e+01	1.487679280328457976e+00
2.022863620534168660e+01	1.459071769937839269e+00
2.047969598507238231e+01	1.414693723314696339e+00
2.073250439107362553e+01	1.389220533351435805e+00
2.098435855211640089e+01	1.336078437086353210e+00
2.123502923393334640e+01	1.308871332881030636e+00
2.148629411178690773e+01	1.262446930341693196e+00
2.173831825513516591e+01	1.243888606030956412e+00
2.198972260956887226e+01	1.208505624556539315e+00
2.223974971000711420e+01	1.193184139761305218e+00
2.249141870643862973e+01	1.141960734133246502e+00
2.274404614890906373e+01	1.124007879542016974e+00
2.299521835768831579e+01	1.098841963514361808e+00
2.324620084136223852e+01	1.077707484109068359e+00
2.349757798664387209e+01	1.044414562890037423e+00
2.374870488118759937e+01	1.020434820839169365e+00
2.399988781917473091e+01	1.003659726041864042e+00
2.425071646049711305e+01	9.724110967096180058e-01
2.450187830577813841e+01	9.515845587857358900e-01
2.475391093216606109e+01	9.331100441664504919e-01
2.500524226975159792e+01	9.182046999204046545e-01
2.525610980153284402e+01	8.997997902332912634e-01
2.550801425092822328e+01	8.773246395129301600e-01
2.575943113325822864e+01	8.658931290044036277e-01
2.601074166866445125e+01	8.492528539011913180e-01
2.626234447079615464e+01	8.264560876763705766e-01
2.651347712943701751e+01	8.160705643325721903e-01
2.676474177984877656e+01	7.965795854113282282e-01
2.701628079430242479e+01	7.868086379276983955e-01
2.726734205837282232e+01	7.668861617718483181e-01
2.751837013544679422e+01	7.517017836604857894e-01
2.776937726815812724e+01	7.395910420888665016e-01
2.802070160973895341e+01	7.289851061884947692e-01
2.827249982643487058e+01	7.126087787137292962e-01
2.852407603869968966e+01	7.003784995188756524e-01
2.877567300468570721e+01	6.875914666679974196e-01
2.902733523039245256e+01	6.780138615191451112e-01
2.927861073083739996e+01	6.662324885736919944e-01
2.953003196193969160e+01	6.534127466113480720e-01
2.978106336846375157e+01	6.423085727401748324e-01
3.003148440777084716e+01	6.302937331407257870e-01
3.028303386126418673e+01	6.198181711376608005e-01
3.053456493440382857e+01	6.091439030196570403e-01
3.078585183944906944e+01	6.018915152790137446e-01
3.103757946070165730e+01	5.907303478965719723e-01
3.128931656795834826e+01	5.824109053085991805e-01
3.154125974608096428e+01	5.685949129195592144e-01
3.179158626791808828e+01	5.613027828677557007e-01
3.204196438636942190e+01	5.519439696170381771e-01
3.229345624690945016e+01	5.453751711109463551e-01
3.254491795349546379e+01	5.373580553188290754e-01
3.279661199584414533e+01	5.278869868228028839e-01
3.304781054557115993e+01	5.175223310934009557e-01
3.329958828032162188e+01	5.098282172454033923e-01
3.355183723684311303e+01	5.047805416480740659e-01
3.380253855881218072e+01	4.963879066234064830e-01
3.405313147025059095e+01	4.885319361092488877e-01
3.430479305560803738e+01	4.844366454602336836e-01
3.455623390824965924e+01	4.737356003743931065e-01
3.480735498195039668e+01	4.681296567201215231e-01
3.505856438430107858e+01	4.616281248714279029e-01
3.531001549359893943e+01	4.537934573025406149e-01
3.556133107357548084e+01	4.470466443589452554e-01
3.581233698845250757e+01	4.397748843013266073e-01
3.606382608666838507e+01	4.352640456685332726e-01
3.631533331237931606e+01	4.264733519559540942e-01
3.656697642527945646e+01	4.214577525486682408e-01
3.681852327087045751e+01	4.141334879165983751e-01
3.706973766105884494e+01	4.081899755225610882e-01
3.732129678941971207e+01	4.030884720346648575e-01
3.757306314229551703e+01	3.976354702932307639e-01
3.782389924159279104e+01	3.936301028829436444e-01
3.807464007418068519e+01	3.876371344729043766e-01
3.832565302212735503e+01	3.833810958703693927e-01
3.857740378043642693e+01	3.782941022902254202e-01
3.882942253427300017e+01	3.754091410047246113e-01
3.908032307380011616e+01	3.700812455860394423e-01
3.933129330145365543e+01	3.663119819393138576e-01
3.958227876786669697e+01	3.605140776543636627e-01
3.983382520768443413e+01	3.589354503218487036e-01
4.008544842975349098e+01	3.535983532632861470e-01
4.033619301340542052e+01	3.493265921996548951e-01
4.058776599344974301e+01	3.430960494402504057e-01
4.083970221749189022e+01	3.397927378868417780e-01
4.109095921749577940e+01	3.361122991011078476e-01
4.134236727584069371e+01	3.319946026043411602e-01
4.159390229570379915e+01	3.282843489116934466e-01
4.184507899773220174e+01	3.216959647898086083e-01
4.209613747244114279e+01	3.183934091054860804e-01
4.234722818606434913e+01	3.161653912008400846e-01
4.259857332263157303e+01	3.120339798346989379e-01
4.285027109763341713e+01	3.081692927444449892e-01
4.310176195204312677e+01	3.051653987104563925e-01
4.335299280752174411e+01	3.018088802265206372e-01
4.360432095771267313e+01	2.982521148609810768e-01
4.385558663826572712e+01	2.949135142376112517e-01
4.410724528235365938e+01	2.912318276434359698e-01
4.435852190379520010e+01	2.882117928891946845e-01
4.460901713855037087e+01	2.842570655655267120e-01
4.486008510459071630e+01	2.821212309563885245e-01
4.511170295299168487e+01	2.783646756736343764e-01
4.536358210673532199e+01	2.763962075131451424e-01
4.561456198601624124e+01	2.717740551063657084e-01
4.586556721283918137e+01	2.698933254639352408e-01
4.611769651966599781e+01	2.661516262037125768e-01
4.636915627004315610e+01	2.635436570237365550e-01
4.662034887549072693e+01	2.604170636261458061e-01
4.687172305024841279e+01	2.578329838702129173e-01
4.712349745478636009e+01	2.556696410277844445e-01
4.737470617006108142e+01	2.530876973447290790e-01
4.762538569197067062e+01	2.500556127262651973e-01
